Flag,Name,Addresses,MAC,Type,Maps,Services Down,Notes
up,Cereso el Hongo,10.105.2.45,2C:C8:1B:5A:DB:C1,,Cereso El Hongo,,
up,Cereso el Hongo - 2,10.105.2.51,2C:C8:1B:5A:D0:0A,,Cereso El Hongo,,
up,San Luis - Silva ST,10.254.1.76,,,Agrovizion,,
down,Silva - San Luis AP,10.254.1.75,XEROXCORPO:00:06:00,,Agrovizion,ping,
up,Chihuahua - Durango AP,10.254.1.33,UbiquitiNe:EC:ED:AC,,Agrovizion,,
up,Durango - Chihuahua ST,10.254.1.34,UbiquitiNe:EC:EE:B4,,Agrovizion,,
up,Chihuahua - Torreon AP,10.254.1.41,18:E8:29:70:EE:C3,,Agrovizion,,
up,Torreon - Chihuahua ST,10.254.1.42,18:E8:29:70:E9:EA,,Agrovizion,,
up,Chihuahua - Silva AP,10.254.1.51,18:E8:29:70:ED:C2,,Agrovizion,,
up,Silva - Chihuahua ST,10.254.1.52,UbiquitiNe:18:34:59,,Agrovizion,,
up,Firewall - Convergia + Calexico,201.174.63.253,94:FF:3C:95:33:13,,Convergia,,
up,TransPack,143.202.79.8,74:4D:28:19:B1:39,,Roble,,
up,SECRETARIA DE HACIENDA 1GB,10.3.4.10,78:9A:18:A6:84:EF,,CLIENTES FIBRA,,
up,Convergia + G Global - Access Point,10.106.2.65,MimosaNetw:1B:A3:0E,,Convergia,,
up,Convergia + G Global - Station,10.106.2.66,MimosaNetw:FE:8D:F7,,Convergia,,
up,Publica Texas,"192.34.151.195, 97.105.4.11",94:FF:3C:96:B1:BB,,Convergia,,
up,INDE,143.202.78.88,04:D5:90:59:8B:22,,Alfareros,,
up,Promocall IP 1,143.202.77.146,18:C2:41:47:C9:52,,Cuahutemoc,,
up,Promocal IP 2,143.202.77.148,2C:3F:0B:CD:1E:CD,,Cuahutemoc,,
down,Promocall IP 3,143.202.77.151,Sonicwall:2C:E3:E1,,Cuahutemoc,ping,
up,Convergia - G-Global SanDiego Omega,162.222.92.39,,,Convergia,,
up,EAZY WORKPLACE,10.118.4.126,78:9A:18:A6:84:CE,,CLIENTES FIBRA,,
up,EAZY LIVING,143.202.79.69,78:9A:18:A6:84:8C,,CLIENTES FIBRA,,
down,Brentwood Co productions,143.202.77.197,00:8A:22:09:78:65,,Roble,ping,
up,EL ROBLE,143.202.77.193,D4:01:C3:6B:75:DA,,Roble,,
down,CPI RAM- MagnaFlow,143.202.77.199,C8:29:C8:80:2E:10,Mimosa C5c,Roble,ping,
up,El Roble,143.202.79.1,D4:01:C3:6B:75:E9,,Roble,,
up,El FLORIDO IPARK - OLIVOS,143.202.79.3,DC:2C:6E:00:19:BE,,Roble,,
up,VENDING FALCON SA. de CV.,143.202.79.4,DC:2C:6E:00:18:1A,,Roble,,
up,El FLORIDO IPARK - BLVD 2000,143.202.79.6,48:8F:5A:1B:93:F4,,Roble,,
up,Gobierno - IMOS Metropolitano,143.202.79.7,CC:2D:E0:A7:FC:24,,Roble,,
up,TRANSPACK,143.202.79.8,74:4D:28:19:B1:39,,Roble,,
up,Grupo ECO - Blvd 2000,143.202.79.9,XEROXCORPO:00:06:00,,Roble,,
up,Convergia + Prologics,45.174.203.11,XEROXCORPO:00:06:00,,Roble,,
up,Agrovizion Principall,189.201.242.18,Routerboar:75:9C:7C,,Robledo,,
up,Ganaderia Rocha [Oficina],189.201.242.67,Routerboar:91:F8:60,,Robledo,,
up,Grpo El Rey - E10418 Islas Agrarias [Tula],189.201.242.78,Routerboar:C8:72:42,,Robledo,,
up,Agroaltima Santa Cecilia [Oficinas Matriz],189.201.242.69,CC:2D:E0:0E:FD:86,,Robledo,,
up,Gas Silza - Ejido Puebla,189.201.242.74,64:D1:54:F0:1A:41,,Robledo,,
up,Ganadera Rocha - Punto de Venta,189.201.242.70,CC:2D:E0:0A:B3:56,,Robledo,,
down,Gusa km 7 [Oficinas],189.201.242.73,XEROXCORPO:00:06:00,,Robledo,ping,
up,Soriana - Plaza Bonita,189.201.242.72,Routerboar:A9:96:31,,Robledo,,
up,YUNGO Lagos del Sol,189.201.242.68,08:55:31:DF:E6:0D,,Robledo,,
down,Constructora Cadena - CocaCola,189.201.242.37,XEROXCORPO:00:06:00,,Robledo,ping,
up,Atssa,189.201.242.49,64:D1:54:F0:25:9F,,Robledo,,
up,CCR HB NETWORK [Balanceo],189.201.242.38,2C:C8:1B:16:6C:40,,Robledo,,
up,Nutrimex - Ganadera Michoacan,189.201.242.61,CC:2D:E0:CD:26:24,,Robledo,,
up,Certomex/Cerraduras - Carranza,189.201.242.35,Routerboar:75:7C:A2,,Robledo,,
up,Ganadera Nejimex Eulalio,189.201.242.40,Routerboar:A0:56:16,,Robledo,,
up,Fertisol,189.201.242.47,18:FD:74:9E:70:55,,Robledo,,
up,Omega [Oficina],189.201.242.52,Routerboar:9C:F2:EA,,Robledo,,
up,Relaciones Exteriores,189.201.242.36,Routerboar:B4:78:9E,,Robledo,,
up,Eco - E08618 Ejido Puebla,189.201.242.98,74:78:A6:DC:23:40,,Robledo,,
up,BonaPrime/Agricultores Unidos,189.201.242.102,64:D1:54:F0:1E:EB,,Robledo,,
down,La Moderna Pedregal Finagil,189.201.242.114,XEROXCORPO:00:06:00,,Robledo,ping,
up,John Deere [Corporativo],189.201.242.117,Routerboar:DC:30:60,,Robledo,,
up,Taller Constructura Cadena,189.201.242.126,Routerboar:76:0D:B4,,Robledo,,
up,Brasa Reserva,189.201.242.105,C2:48:00:01:80:01,,Robledo,,
up,Transportes San Carlos,189.201.242.107,Routerboar:9C:F2:F4,,Robledo,,
up,Jasco Valle de Puebla,189.201.242.115,Routerboar:F4:A8:80,,Robledo,,
up,Protecin,189.201.242.121,Routerboar:C9:B3:5A,,Robledo,,
down,Escuela de Manejo,189.201.242.124,XEROXCORPO:00:06:00,,Robledo,ping,
up,Titan Pro-Part,189.201.242.123,48:8F:5A:EE:6F:B6,,Robledo,,
up,La Moderna / Principal (Fibra),189.201.243.74,78:9A:18:A4:08:A4,,Robledo,,
up,Baja Call & Customer,10.129.4.8,48:8F:5A:1B:93:60,,Cerro Viejo,,
up,IAMSA Incubet El Dorado,10.1.4.59,74:4D:28:C9:8F:F0,,Robledo,,
up,Baja Gas - Valle de Puebla,10.1.4.70,74:4D:28:A1:D7:FD,,Robledo,,
up,Netonix 1,10.1.4.100,Netonix:06:24:90,,Robledo,,
up,Netonix 2,10.1.4.101,Netonix:06:56:88,,Robledo,,
down,Switch Camaras,10.1.4.250,XEROXCORPO:00:06:00,,Robledo,ping,
up,Leopoldo Olivares  [Cortesia],10.1.4.5,48:8F:5A:D7:B8:79,,Robledo,,
up,Z Gas - Angeles de Puebla,10.1.4.9,CC:2D:E0:0A:B9:FA,,Robledo,,
up,Jasco Matriz CEDIS [BODEGA],201.174.63.38,Routerboar:CD:B7:EB,,Robledo,,
down,Cover - Supply,201.174.63.14,XEROXCORPO:00:06:00,,Robledo,ping,
up,BC Logistic  - Base [Trafico],201.174.63.37,Routerboar:F5:82:52,,Robledo,,
up,ECO - E12558 [Carranza],10.1.4.146,CC:2D:E0:0F:05:2A,,Robledo,,
up,7R Empleado [Carlos Andres Paco],10.1.4.219,B8:69:F4:66:B9:66,,Robledo,,
up,Nutrimex [ Matriz ],201.174.63.5,74:4D:28:A6:9D:17,,Robledo,,
up,Amphenol [ Secundario ],10.1.4.222,64:D1:54:2A:DD:7C,,Robledo,,
up,Soluciones Tecnologicas,10.1.4.20,08:55:31:C9:0A:26,,Robledo,,
up,Amphenol - TCS,10.1.4.22,DC:2C:6E:7B:95:84,,Robledo,,
up,Proyecta,10.1.4.110,Routerboar:BE:DB:EE,,Robledo,,
down,Sebastian Velazquez,10.1.4.69,XEROXCORPO:00:06:00,,Robledo,ping,
up,Amphenol - Oficina El Dorado,189.201.243.1,Routerboar:B0:20:05,,Robledo,,
up,BonaPrime - Antonio Gomez,201.174.63.17,DC:2C:6E:61:B3:7A,,Robledo,,
down,Velocity 2,201.174.63.10,XEROXCORPO:00:06:00,,Robledo,ping,
up,Attsa 2,201.174.63.16,Routerboar:A0:FC:CC,,Robledo,,
up,GAS SILZA Ejido Puebla,201.174.63.56,DC:2C:6E:DC:14:74,,Robledo,,
up,Bachoco - San Alfonso,201.174.63.62,CC:2D:E0:0A:CC:D6,,Robledo,,
up,Bonaprime Ganadera Mexicali,201.174.63.57,48:A9:8A:65:22:1B,,Robledo,,
up,CCA Grourp [ PIMSA II ],201.174.63.59,DC:2C:6E:77:A3:08,,Robledo,,
down,Tracs Pacific,201.174.63.20,XEROXCORPO:00:06:00,,Robledo,ping,
up,Bisani - Desert Art [ Santa Cecilia ],201.174.63.21,CC:2D:E0:34:27:96,,Robledo,,
up,Asfaltos Astec Valle de Puebla,201.174.63.19,DC:2C:6E:61:BA:96,,Robledo,,
up,7R Mauricio,201.174.63.33,Routerboar:B1:8B:1A,,Robledo,,
up,Rembao - Cedis,201.174.63.25,08:55:31:C9:03:0A,,Robledo,,
up,El Rey Ejido Puebla - E10949,201.174.63.51,Routerboar:CF:C8:10,,Robledo,,
down,Cecyte - Ejido Puebla,201.174.63.11,XEROXCORPO:00:06:00,,Robledo,ping,
up,Taimex Stamping,201.174.63.26,Routerboar:9F:E1:36,,Robledo,,
up,ECO Carranza [ ROBLEDO ],201.174.63.35,"Fortinet,I:5B:6D:29",,Robledo,,
up,Cecyte - Compuertas,201.174.63.53,XEROXCORPO:00:06:00,,Robledo,,
up,Baja Gas - Valle de Puebla,201.174.63.60,2C:5A:0F:EC:E7:01,,Robledo,,
up,Grupo Logan,143.202.78.132,Routerboar:C8:6E:B8,,Aeropuerto,,
up,TERMA,189.201.242.92,Routerboar:46:2A:DD,,Aeropuerto,,
down,Agua Marina,189.201.242.93,Routerboar:85:F5:86,,Aeropuerto,ping,
up,Check Point,189.201.242.90,Routerboar:52:DE:46,,Aeropuerto,,
down,Empaque las Cumbres,189.201.242.103,70:4C:A5:44:2C:DC,,Robledo,cpu,
unknown,Soluciones Tecnologicas - [CORTESIA],201.174.63.27,DellInc.:E1:F7:E2,Mimosa C5c,Robledo,,
unknown,Sagimex,201.174.63.32,08:55:31:C9:1F:A9,Mimosa C5c,Robledo,,
up,Jasco Matriz Mexicali,201.174.63.58,48:8F:5A:EE:6F:74,,Robledo,,
up,El Rey E10204 - Aereopuerto,189.201.243.199,Routerboar:DC:30:12,,Aeropuerto,,
up,Modulo 15 OFICIAL,189.201.243.204,Routerboar:4C:E3:B2,,Aeropuerto,,
up,Grumesa Calafia 2,189.201.243.194,48:8F:5A:EE:70:73,,Aeropuerto,,
up,Tarimas Obson - Islas Agrarias A,189.201.243.197,48:8F:5A:EE:6F:05,,Aeropuerto,,
up,EngPack,189.201.243.195,64:D1:54:27:1F:DE,,Aeropuerto,,
up,Agua Ocotillo,189.201.243.203,48:8F:5A:D7:99:60,,Aeropuerto,,
up,BonaPrime - La Ramada ( Gratiani ),189.201.243.201,48:8F:5A:AF:6D:FF,,Aeropuerto,,
up,ECO E11496 - Islas Agrarias,10.7.4.12,Routerboar:87:19:6E,,Aeropuerto,,
down,C2B Holdings,201.174.63.210,18:C2:41:23:E7:81,,Aeropuerto,http,
up,Israel Ledesma,10.7.4.3,Routerboar:29:60:5A,,Aeropuerto,,
up,Daniel Ayala,143.202.78.140,Routerboar:C6:40:14,,Aeropuerto,,
up,Maribel Chavez,10.7.4.27,CC:2D:E0:0A:B5:6E,,Aeropuerto,,
up,BG Trucking Mexicali,10.7.4.16,Routerboar:F7:7B:7F,,Aeropuerto,,
up,Jesus Avila - YUNGO,10.7.4.19,38:6B:1C:20:F4:CF,,Aeropuerto,,
up,Oficina Otay,143.202.77.29,Routerboar:6B:C0:13,,Otay,,
up,Ravello Otay,143.202.77.2,,,Otay,,
up,ISESALUD - Santa Julia,143.202.77.6,Routerboar:32:05:7C,,Otay,,
down,Sandra Elizabeth,143.202.77.16,74:4D:28:51:FF:F4,,Otay,ping,
up,Tramitacion RY,143.202.77.22,,,Otay,,
up,Otay Vista Caseta Alarcom,143.202.77.26,C4:AD:34:EB:12:6E,,Otay,,
up,Eco E07153 - Los Pinos,143.202.77.10,,,Otay,,
up,G Global - Alfa,143.202.77.12,,,Otay,,
up,Same Otay,143.202.77.226,,,Otay,,
up,UAY San Diego,143.202.77.238,,,Otay,,
up,Mamamia Pizza - Otay,189.201.241.41,2C:C8:1B:5A:DD:7B,,Otay,,
up,Colegio Familia Altabrisa,189.201.241.58,,,Otay,,
up,Mamamia Pizza - Las Huertas,189.201.241.35,2C:C8:1B:5A:D8:78,,Otay,,
down,Cecyte - Las Aguilas,189.201.241.71,,,Otay,ping,
down,Sandra Elizabeth,189.201.241.78,,,Otay,ping,
up,DJA TRANS,189.201.241.66,74:4D:28:A1:D7:3F,,Otay,,
up,ICU 2,189.201.241.72,,,Otay,,
up,Abeja BonaPrime,201.174.63.73,18:C2:41:51:13:D1,,Alfareros,,
down,Defesoria Publica MXLI Fibra,201.174.63.90,48:A9:8A:18:D8:01,,Alfareros,ping,
up,Grupo Promesa,201.174.63.84,Routerboar:D2:66:44,,Alfareros,,
up,ISEP - Alvaro Obregon,189.201.243.101,HonHaiPrec:E4:CA:9C,,Alfareros,,
up,STPS Secretaria de Trabajo [ Obregon ],189.201.243.106,48:8F:5A:1B:B3:86,,Alfareros,,
down,CIDEA,189.201.243.109,XEROXCORPO:00:06:00,,Alfareros,ping,
up,Canal 66,189.201.243.116,CC:2D:E0:0A:C6:A0,,Alfareros,,
up,Entrematic,189.201.243.123,Routerboar:B9:A1:B7,,Alfareros,,
up,Colegio de Contadores,189.201.243.113,Routerboar:29:60:62,,Alfareros,,
up,DIF - Subprocuradoria,189.201.243.122,Routerboar:BA:F8:94,,Alfareros,,
up,ProfePART - Matriz,189.201.243.120,DC:2C:6E:DC:17:F2,,Alfareros,,
up,ProfePART - Sucursal,189.201.243.121,48:8F:5A:42:28:54,,Alfareros,,
up,Z GAS - Centro Civico,189.201.243.100,F8:0B:CB:03:D5:27,,Alfareros,,
up,Cecyte - Los Pinos,189.201.243.114,C4:AD:34:33:D8:E0,,Alfareros,,
up,Rancho el Golfo - Mexicali,189.201.243.125,08:55:31:C7:7A:98,,Alfareros,,
up,Fideicomiso [ FIARUM MXL ],189.201.243.107,74:4D:28:19:B7:6C,,Alfareros,,
up,Gobierno Mexicali,143.202.78.75,Routerboar:F7:87:92,,Alfareros,,
up,VPN - Gobierno,143.202.78.90,Routerboar:BB:65:92,,Alfareros,,
down,ICEM,143.202.78.71,XEROXCORPO:00:06:00,,Alfareros,ping,
up,Palacio Federal,143.202.78.82,CC:2D:E0:34:2A:36,,Alfareros,,
down,CCA - Robinson,143.202.78.74,XEROXCORPO:00:06:00,,Alfareros,ping,
up,NAPA,143.202.78.92,08:55:31:C7:80:A9,,Alfareros,,
up,Fiarum Mexicali,143.202.78.85,74:4D:28:19:B7:6C,,Alfareros,,
up,Asadero las Brasas - Anahuac,143.202.78.47,DC:2C:6E:FD:D9:8C,,Alfareros,,
down,Despacho Integral,143.202.78.37,XEROXCORPO:00:06:00,,Alfareros,ping,
up,Heidelberg,143.202.78.39,Routerboar:B2:A4:A8,,Alfareros,,
up,Proveedora del Estado,143.202.78.49,B8:69:F4:2B:0C:64,,Alfareros,,
up,CONAGUA - Calle L,143.202.78.54,Routerboar:78:FA:0E,,Alfareros,,
up,PEP [ FESC ],143.202.78.62,CC:2D:E0:A7:FC:2A,,Alfareros,,
up,CCA Grupo - Lopez Mateos CDF1,143.202.78.48,Routerboar:C7:65:0D,,Alfareros,,
up,Hotel Hacienda de Mexicali,143.202.78.34,DC:2C:6E:AD:1F:79,,Alfareros,,
up,Luis Felipe Gaspar,143.202.78.59,Routerboar:1A:E1:2C,,Alfareros,,
down,HLB Contadores,189.201.243.98,CheckPoint:92:0A:64,,Alfareros,ping,
up,GOBIERNO - Agencia Digital,143.202.78.11,48:A9:8A:D4:68:06,,Alfareros,,
up,ECO 1933 - Los Angeles,143.202.78.18,DC:2C:6E:DC:16:00,,Alfareros,,
up,BonaPrime - Justo Sierra,143.202.78.22,XEROXCORPO:00:06:00,,Alfareros,,
up,Exporus Coworking,143.202.78.3,CC:2D:E0:0A:BA:4C,,Alfareros,,
up,BOL-BOL [ Noche ],143.202.78.4,74:4D:28:C9:8F:6C,,Alfareros,,
up,FEX - GOB,143.202.78.8,DC:2C:6E:6A:AA:0E,,Alfareros,,
up,Secretaria del Trabajo y Prevencion Social,143.202.78.10,Routerboar:76:0B:F2,,Alfareros,,
up,Colegio Maral,143.202.78.30,08:55:31:72:9C:28,,Alfareros,,
up,SATA - Oficinas,143.202.78.28,62:C3:74:1B:81:03,,Alfareros,,
up,CCA Group Mediterraneo - Lopez Mateos,143.202.78.27,48:8F:5A:DB:C0:13,,Alfareros,,
up,SIMUTRA,143.202.78.2,Routerboar:A0:97:8E,,Alfareros,,
up,ECO - Granada,143.202.78.20,AC:71:2E:D5:94:30,,Alfareros,,
up,ECO 5908 - Anahuac 2,143.202.78.26,"Fortinet,I:55:9B:2B",,Alfareros,,
up,Casa Alberto Jordan,143.202.78.131,Routerboar:F2:E7:B2,,Aeropuerto,,
up,Eco Azcona 6223,189.201.240.181,AC:71:2E:EB:EB:3A,,Vallarta,,
up,Estacion Ravelo,189.201.240.186,"Fortinet,I:94:9F:80",,Vallarta,,
up,Gobierno - Agencia Dijital [ Tijuana ],143.202.77.215,B8:69:F4:6A:73:5E,,Vallarta,,
up,Casa Hugo - Fussion,143.202.77.219,CC:2D:E0:34:21:30,,Vallarta,,
up,Mexamerica - Tijuana,143.202.77.213,Routerboar:BE:DC:62,,Vallarta,,
down,Carolina Trucking,143.202.77.220,XEROXCORPO:00:06:00,,Vallarta,ping,
down,Mexamerica Linea - TJ,143.202.77.218,7C:C2:55:EA:2E:5C,,Vallarta,ping,
up,Mama Mia Pizza - Altamira,143.202.77.73,Routerboar:F7:51:E2,,Vallarta,,
up,Switch Vallarta,143.202.77.75,Routerboar:5C:ED:FB,,Vallarta,,
up,MamaMia Pizza - San Isidro,143.202.77.67,DC:2C:6E:DA:3A:93,,Vallarta,,
up,Funeraria Latinoamericana - N,143.202.77.69,Routerboar:F2:E7:B2,,Vallarta,,
up,Eco Calle 2da,143.202.77.72,48:8F:5A:AF:AB:D4,,Vallarta,,
up,Aries Real Inn,143.202.77.70,48:8F:5A:EE:5F:63,,Vallarta,,
up,Pantalla Omar,143.202.77.66,Routerboar:D2:6A:38,,Vallarta,,
up,Ingenieria y Mantenimiento,143.202.77.71,94:FF:3C:9B:8F:BF,,Vallarta,,
up,Eco Via Rapida - Oriente,143.202.77.68,48:8F:5A:D7:B4:62,,Vallarta,,
unknown,Golden West,143.202.78.133,BC:DB:09:C1:32:56,MikroTik,Aeropuerto,,
up,7R Playas Principal,143.202.79.49,Routerboar:EF:1F:B7,,Vallarta,,
up,AP Punta Banda - Valle Guadalupe,10.128.2.17,MimosaNetw:27:E4:73,,PuntaBanda,,
up,ST Valle Guadalupe - Punta Banda,10.128.2.18,MimosaNetw:27:E4:B5,,PuntaBanda,,
up,NETONIX Valle de Guadalupe,10.130.4.100,Netonix:85:C2:E0,,PuntaBanda,,
up,Punta Banda - Aura,10.128.2.9,MimosaNetw:FE:91:EC,,PuntaBanda,,
up,Aura - Puntabanda [ Mimosa ],10.128.2.10,MimosaNetw:FE:92:48,,PuntaBanda,,
up,Punta Banda,10.50.0.33,Routerboar:4E:A6:F1,,PuntaBanda,,
up,DIF_SanQuintinAlmacen,10.10.15.58,,,Gobierno,,
up,Robledo --> Convergia_G-GlobalCucapah - AP,10.1.2.185,MimosaNetw:24:91:57,,Convergia,,
up,Convergia+G-GlobalCucapah - STA,10.1.2.186,MimosaNetw:F0:98:06,,Convergia,,
up,Convergia+G-GlobalCucapah - RB,10.1.2.187,48:A9:8A:65:15:45,,Convergia,,
up,Convergia+G-GlobalCucapah - Fortinet,201.174.63.50,E8:ED:D6:F8:20:17,,Convergia,,
up,AP PTP Cua-AriesCorp,189.201.241.186,B8:69:F4:79:B9:6F,,Cuahutemoc,,
up,AG Energia - Fibra,189.201.241.184,18:C2:41:55:CE:B1,,Cuahutemoc,,
up,MamaMia Pizza - Libertad,189.201.241.183,DC:2C:6E:BE:A7:48,,Cuahutemoc,,
up,Hospital HMN,189.201.241.179,00:F7:EA:09:00:00,,Cuahutemoc,,
up,Hospital de Mascotas - SAJI_Gabilondo,189.201.241.181,48:A9:8A:18:D7:7F,,Cuahutemoc,,
up,Silver Towet [ MK-TJ ],189.201.241.180,Routerboar:D0:3F:98,,Cuahutemoc,,
up,7RT CUAUHTEMOC PRINCIPAL,189.201.241.177,08:55:31:EB:2D:CC,,Cuahutemoc,,
unknown,STN Corporativo Aries,10.118.4.81,B8:69:F4:79:AE:03,Mimosa C5c,Cuahutemoc,,
up,IAMSA - Vieverte 3,10.1.4.232,DC:2C:6E:6A:AA:3A,,Robledo,,
up,Grupo ECO - Ejido Puebla,10.1.4.78,08:55:31:C9:00:FC,,Robledo,,
up,Convergia G Global,10.1.4.66,48:A9:8A:65:1B:2B,,Robledo,,
up,Switch Cerro Bola,189.201.241.199,Routerboar:B3:33:4C,,Cerro Bola,,
down,cbtis 277,189.201.241.198,XEROXCORPO:00:06:00,,Cerro Bola,ping,
down,CECyTE - Nueva Hindu,189.201.241.202,CC:2D:E0:0E:FB:9E,,Cerro Bola,ping,
up,Limgo,189.201.241.206,Routerboar:B5:42:86,,Cerro Bola,,
up,NAPA Ensenada Cortez,189.201.240.238,DC:2C:6E:FD:D9:BA,,Cerro Viejo,,
up,Factory Alisos - Planta 1,189.201.240.232,B8:69:F4:6A:48:07,,Cerro Viejo,,
up,Factory 1 - Planta 7,189.201.240.226,74:4D:28:19:E0:84,,Cerro Viejo,,
up,Velocity - Ensenada,189.201.240.229,DC:2C:6E:DA:37:B5,,Cerro Viejo,,
up,EU - Hospitality,189.201.240.231,18:FD:74:00:D9:F7,,Cerro Viejo,,
up,Knight Industrial,189.201.240.235,74:4D:28:6A:D7:ED,,Cerro Viejo,,
up,Rembao - Ensenada,189.201.240.237,08:55:31:C9:3B:9D,,Cerro Viejo,,
down,CECyTE - Ensenada,189.201.240.236,XEROXCORPO:00:06:00,,Cerro Viejo,ping,
up,Factory - Planta 8,189.201.240.214,08:55:31:08:9D:F6,,Cerro Viejo,,
up,Secretaria de Seguridad Ciudadana,189.201.240.210,78:9A:18:5B:A9:B7,,Cerro Viejo,,
up,Knight Industrial [ Cortesia ],143.202.77.170,74:4D:28:CA:18:EF,,Cerro Viejo,,
up,Factory Cortesia [ CASA ],143.202.77.163,Routerboar:16:39:6D,,Cerro Viejo,,
up,ECO Maniadero - Pension Ensenada,143.202.77.172,Routerboar:52:69:E2,,Cerro Viejo,,
up,MamaMia Pizza - Taller,189.201.240.103,DC:2C:6E:DC:17:9E,,Cosmopolitan,,
up,MamaMia - Corporativo,189.201.241.187,78:9A:18:A6:82:7C,,Cosmopolitan,,
up,11 de Julio - Gobierno,189.201.240.104,Routerboar:F7:87:EE,,Cosmopolitan,,
up,Eazy Centro,143.202.79.69,78:9A:18:A6:84:8C,,Cuahutemoc,,
up,Inmobiliaria Roribe SA de CV,143.202.79.66,DC:2C:6E:DC:17:F8,,Cuahutemoc,,
up,ECO Corporativo,189.201.241.99,78:9A:18:EA:2B:86,,Fussion,,
up,Servicios UTC,189.201.241.114,48:8F:5A:97:86:96,,Fussion,,
down,TyP Refrigeracion,189.201.241.108,64:D1:54:F0:17:CE,,Fussion,ping,
up,Plaza Sibso / Secretaria del Trabajo,189.201.241.117,Routerboar:F2:5E:C6,,Fussion,,
up,CFE Perforacion,189.201.242.214,Routerboar:BE:DF:D2,,Hidalgo - CP Latina,,
up,Gusa KM 36 ( Trituradora ),189.201.242.217,74:4D:28:C9:8E:E4,,Hidalgo - CP Latina,,
up,La Moderna - Carranza,189.201.242.213,48:8F:5A:AF:7D:26,,Hidalgo - CP Latina,,
up,Aztec ( El Faro ),189.201.242.211,Routerboar:CC:A4:B2,,Hidalgo - CP Latina,,
up,Santuario Animal,189.201.242.210,70:4C:A5:B8:19:0B,,Hidalgo - CP Latina,,
unknown,GN Productores Nuevo Leon,189.201.242.227,E8:1C:BA:4B:CB:E0,Mimosa C5c,Hidalgo - CP Latina,,
unknown,JEAN CHARLES MEXICALI ( Calibaja ),189.201.242.231,2C:B8:ED:78:B1:FA,,Hidalgo - CP Latina,,
up,Rancho El Golfo - Empaque,10.12.4.11,Routerboar:1A:E1:08,,Hidalgo - CP Latina,,
up,7R Empleado - Daniel Ayala,10.12.4.6,Routerboar:AF:81:FE,,Hidalgo - CP Latina,,
up,"JeanCharles - Mexicali "" Calibaja """,10.12.4.1,C4:AD:34:E8:98:0C,,Hidalgo - CP Latina,,
up,Rancho El Golfo - Rafael ( Cortesia ),10.12.4.3,48:8F:5A:1B:8D:48,,Hidalgo - CP Latina,,
up,7R Hidalgo - SWITCH,10.12.4.100,Routerboar:6C:77:32,,Hidalgo - CP Latina,,
up,Hidalgo - WIFI,10.12.4.253,Routerboar:95:A2:67,,Hidalgo - CP Latina,,
up,Rancho El Golfo - Toluca,10.12.4.10,CC:2D:E0:0E:EF:1F,,Hidalgo - CP Latina,,
down,CECyTE - Rumorosa,143.202.78.183,DC:2C:6E:DB:FF:E6,,Rumorosa,ping,
up,CISAVPN - Sempra,143.202.78.180,CC:2D:E0:CD:26:0E,,Rumorosa,,
up,IG Networks,143.202.78.179,CC:2D:E0:0E:FC:DC,,Rumorosa,,
up,ECO - E02422 Rumorosa,143.202.78.178,,,Rumorosa,,
up,Proveedora del Estado TJ-2,189.201.240.254,B8:69:F4:66:C5:5E,,Fussion,,
up,ECO - Combustibles [ Cienega ],189.201.240.245,64:D1:54:27:22:54,,Fussion,,
up,INDE,189.201.240.243,04:D5:90:1B:74:A8,,Fussion,,
down,CECyTE - San Quintin,189.201.240.248,"Fortinet,I:6A:E7:04",,Fussion,ping,
up,CRI Tijuana,189.201.240.114,48:8F:5A:EE:60:F8,,Fussion,,
up,DIF Albergue - Tijuana,189.201.240.115,74:4D:28:C9:A7:6E,,Fussion,,
up,Gobierno - Defensoria Publica,189.201.240.124,DC:2C:6E:DC:16:06,,Fussion,,
up,MAYRE Aire Acondicionado - Mayporista,189.201.240.118,Routerboar:F3:15:0A,,Fussion,,
up,ECO Chamizal - Estacion 8955,143.202.77.188,AC:71:2E:EB:EE:B8,,Fussion,,
up,ECO - E05343 [ Insurgentes ],143.202.77.189,74:78:A6:DE:3D:A6,,Fussion,,
up,IRISCHEMICAL,143.202.77.118,08:55:31:BE:63:6E,,Fussion,,
up,MamaMia Pizza - Hipodromo,143.202.77.122,DC:2C:6E:DC:17:C8,,Fussion,,
up,ECO E04771 - Ermita,143.202.77.116,"Fortinet,I:5B:6C:3A",,Fussion,,
up,CECyTE Zona Rio,143.202.77.123,Routerboar:AC:76:15,,Fussion,,
unknown,Aries Plaza Rio - C5,189.201.240.194,7C:5A:1C:8F:9A:F7,,Vallarta,,
up,Servicios Constructora Kepler,189.201.240.218,08:55:31:7B:6D:48,,PuntaBanda,,
up,CECyTE - San Antonio,189.201.240.220,74:4D:28:AB:56:EC,,PuntaBanda,,
up,Hotel Las Rosas,143.202.77.179,08:55:31:08:AE:5E,,PuntaBanda,,
unknown,Makro Maneadero - Ensenada,143.202.77.182,48:8F:5A:AF:7C:9F,,PuntaBanda,,
up,Hospital de Mascotas - SAJI_Ensenada,143.202.77.108,18:FD:74:CB:37:B1,,PuntaBanda,,
up,AURA Condominios - Ensenada,143.202.77.106,78:9A:18:A6:83:FE,,PuntaBanda,,
up,Bonatti - Mexico,143.202.77.109,C4:AD:34:71:44:3B,,PuntaBanda,,
