Flag,Name,Addresses,MAC,Type,Maps,Services Down,Notes
up,PuntaBanda - Red 7,143.202.77.105,Routerboar:4E:A6:F6,,PuntaBanda,,
up,Router Cortesia - El Roble,143.202.79.30,DC:2C:6E:DC:15:E8,,Roble,,
up,ICC Blue,201.174.63.251,48:8F:5A:EF:D5:D9,,Alamitos,,
up,Convergia GGlobal - Calexico,201.174.63.253,94:FF:3C:95:33:13,,Alamitos,,
up,Agencia Aduanal SAI 2,201.174.63.248,Routerboar:C0:4F:41,,Alamitos,,
up,Calibaja Manufacturing SA de CV - HSO,189.201.243.140,48:A9:8A:18:D7:5D,,Alamitos,,
up,El Rey - Monte Carlo [ E07939 ],189.201.243.141,74:4D:28:A6:96:D3,,Alamitos,,
up,BonaPrime - La Gran Via,189.201.243.131,18:C2:41:51:19:51,,Alamitos,,
up,TecZone,189.201.243.130,Routerboar:73:F6:22,,Alamitos,,
up,ECO - 1ro de Diciembre,189.201.243.135,,,Alamitos,,
up,CCA Group - Calexico,189.201.243.84,2C:C8:1B:E7:2C:04,,Alamitos,,
up,ASPE,189.201.243.82,,,Alamitos,,
up,CCA Group PIMSA II,189.201.243.85,DC:2C:6E:77:A3:04,,Alamitos,,
up,CCA Group - Calexico [ GARITA NUEVA ],189.201.243.89,Routerboar:6D:A0:BA,,Alamitos,,
up,Gobierno - Coplade,189.201.243.90,74:4D:28:C9:8F:4D,,Alamitos,,
up,Rancho El Golfo - Mexicali,189.201.243.88,08:55:31:C7:7A:9C,,Alamitos,,
up,Gladys Lizbeth Corbala Delgado [ CASA EMME ],189.201.243.94,,,Alamitos,,
up,YungoMX - Villa del Cedro - Router,189.201.242.2,78:9A:18:82:FB:80,,YungoMX,,
up,YungoMX - Lagos del Sol - Router,189.201.242.68,08:55:31:DF:E6:0D,,YungoMX,,
up,GECE,143.202.78.234,Routerboar:F3:08:DA,,Alamitos,,
up,GR Transport MXLI,143.202.78.236,Routerboar:E6:4B:F4,,Alamitos,,
up,Salon 6 O' Clock - YungoMX,143.202.78.233,Routerboar:DE:4F:50,,Alamitos,,
up,INEGI,143.202.78.240,48:8F:5A:DC:39:8D,,Alamitos,,
up,VIMETEL,143.202.78.242,48:8F:5A:DC:39:29,,Alamitos,,
up,Nissa Chirey - Mexicali,143.202.78.227,A8:46:9D:6F:98:B5,,Alamitos,,
up,Grupo Grumesa - Calafia 1,143.202.78.239,,,Alamitos,,
up,GECE II,143.202.78.243,48:8F:5A:CC:35:96,,Alamitos,,
up,Asadero Las Brasas - Mayacan Calle 9na [ Principal ],143.202.78.147,DC:2C:6E:FD:DA:76,,Alamitos,,
up,BonaPrime - Oficinas Agricola ( Cetys ),143.202.78.148,Routerboar:B9:9E:A5,,Alamitos,,
up,Rivera Rojas,143.202.78.156,Routerboar:B2:A4:8A,,Alamitos,,
up,Provinco,143.202.78.155,DC:2C:6E:7B:94:B8,,Alamitos,,
up,ECO - E12543 Linea,143.202.78.150,,,Alamitos,,
up,Despacho Norma Soo,189.201.242.172,DC:2C:6E:00:17:A8,,Queretaro,,
up,PAVSA - Productores Agricolas,189.201.242.182,48:8F:5A:EF:FD:CF,,Queretaro,,
up,Abel Empaqu Mxli Vegetales,189.201.242.164,Routerboar:03:B8:76,,Queretaro,,
up,Tepeyac - Bascula Bataquez,189.201.242.162,2C:C8:1B:56:90:11,,Queretaro,,
up,PAMSA - Centenario,189.201.242.169,64:D1:54:25:EA:09,,Queretaro,,
down,Fertilizantes Tepeac - Tabasco,189.201.242.173,Routerboar:4F:8C:0D,,Queretaro,ping,
up,Agrinor,189.201.242.184,08:55:31:7E:83:70,,Queretaro,,
up,Pamsa - Queretaro,189.201.242.171,Routerboar:B4:7E:F8,,Queretaro,,
up,Brigada,189.201.242.163,Routerboar:BB:65:90,,Queretaro,,
up,Cargas Jiquilpan,189.201.242.189,94:FF:3C:D0:0D:24,,Queretaro,,
up,UABC - Ciudad Morelos,189.201.242.204,Routerboar:91:24:2F,,Queretaro,,
up,ECO - E01871 Ejido Cuervos,189.201.242.201,38:C0:EA:6F:11:D9,,Queretaro,,
down,CECyTE Portales,201.174.63.171,64:D1:54:25:47:AC,,Castellon,ping,
up,ECO - Recoleccion,201.174.63.181,08:55:31:C9:25:61,,Castellon,,
down,Clinica dental Enmor,201.174.63.169,48:8F:5A:EE:70:0C,,Castellon,ping,
down,Centro de Control C4,201.174.63.164,B8:69:F4:6A:82:49,,Castellon,ping,
up,Velocity - Mexicali,201.174.63.170,48:A9:8A:92:F1:9B,,Castellon,,
down,CECyTE - Centenario,"201.174.63.175, 10.5.4.7","Fortinet,I:03:6F:F2",,Castellon,ping,
up,Federico Bermudez,189.201.243.239,Routerboar:9B:36:D6,,Silva,,
up,C.A. Munsa,189.201.243.230,DC:2C:6E:C1:D8:8E,,Silva,,
down,Fertilizantes Tepeyac - KM43,189.201.243.229,Routerboar:A0:97:9A,,Silva,ping,
up,Amerifresh,189.201.243.47,74:4D:28:A1:D0:71,,Silva,,
up,Agros - Horticultores,189.201.243.233,48:8F:5A:D7:B5:E1,,Silva,,
up,Desierto Empaque Bustamante,189.201.243.236,18:FD:74:9E:71:02,,Silva,,
up,Puchys,189.201.243.50,CC:2D:E0:0A:C6:A8,,Silva,,
up,Rancho El Golfo - Empaque,189.201.243.43,Routerboar:1A:E1:04,,Silva,,
up,GN Productores - KODAMA,189.201.243.46,Routerboar:DC:DA:FE,,Silva,,
up,GN Productores Toluca - Medidor CFE,189.201.243.34,SATEC:01:6E:A0,,Silva,,
up,Z Gas - Toluca,189.201.243.41,C2:48:00:01:80:51,,Silva,,
up,Hortalizas Figueroa,189.201.243.54,Routerboar:76:5A:3C,,Silva,,
down,CECyTE - Guadalupe km 43,189.201.243.38,64:D1:54:F0:21:AB,,Silva,ping,
down,CECyTE - Ovideo Mota,189.201.243.51,DC:2C:6E:DC:00:AC,,Silva,ping,
up,Modulo 9,189.201.243.58,Routerboar:A2:33:C4,,Silva,,
up,GN Productores - Maritimo 2,189.201.243.37,48:8F:5A:1B:C0:32,,Silva,,
up,Rancho El Golfo - Toluca,189.201.243.42,CC:2D:E0:0E:EF:1C,,Silva,,
up,Amerifresh [ 2 ],189.201.243.52,DC:2C:6E:9C:75:75,,Silva,,
up,OEMGA - Silva,189.201.243.56,Routerboar:9B:B0:8C,,Silva,,
up,Refraccionaria Vallarta,189.201.243.59,Routerboar:0A:BE:52,,Silva,,
up,Aereo Agricola del Valle,189.201.243.60,Routerboar:F7:5C:C4,,Silva,,
up,Ricardo - Casa,201.174.63.194,Routerboar:9D:A7:55,,EMMSA,,
up,BonaPirme - Carnes Selectas - Villa Nova,201.174.63.197,18:C2:41:51:19:01,,EMMSA,,
up,Z Gas - Wisteria,201.174.63.204,C2:48:00:01:80:02,,EMMSA,,
up,Jasco Sta. Barbara,201.174.63.200,DC:2C:6E:C1:C8:01,,EMMSA,,
up,ECO E12376 - Yugoslavia,201.174.63.196,"Fortinet,I:55:B4:14",,EMMSA,,
up,YUNGO - Emmsa,201.174.63.202,08:55:31:35:2C:82,,EMMSA,,
up,PlastiEnvases,189.201.242.243,64:D1:54:2A:DB:46,,EMMSA,,
up,Las Brasas - Mario,189.201.242.246,CC:2D:E0:0E:EF:3A,,EMMSA,,
up,Jasco VillaNova,189.201.242.245,Routerboar:C1:C6:B6,,EMMSA,,
up,Ham - Emmsa,189.201.242.242,Routerboar:B9:9F:0D,,EMMSA,,
down,GT Transpors Centro CA,189.201.242.253,DC:2C:6E:00:17:AA,,EMMSA,ping,
up,ECO E01804 - Planta Progreso 2,189.201.242.251,"Fortinet,I:5B:69:D1",,EMMSA,,
up,El Rey Gasolineras E11695 - Calle 11,143.202.78.214,CC:2D:E0:0E:F6:76,,EMMSA,,
up,Bachoco - San Enrique,143.202.78.210,CC:2D:E0:0A:C8:98,,EMMSA,,
up,Convanaro,143.202.78.215,74:4D:28:A1:CE:7F,,EMMSA,,
up,Gaspit Santa Isabel,143.202.78.213,Routerboar:A0:95:84,,EMMSA,,
up,Breton Industrial,143.202.78.217,08:55:31:C9:2C:AA,,EMMSA,,
up,Rembao - Virrelles,143.202.78.219,08:55:31:C9:0F:19,,EMMSA,,
down,CECyTE - Misiones,143.202.78.216,"Fortinet,I:CE:BC:02",,EMMSA,ping,
up,ECO - Santa Isabel E8548 / E12542,143.202.78.218,"Fortinet,I:65:44:50",,EMMSA,,
up,YungoMX - Maestros Democraticos - AP,10.3.2.137,24:5A:4C:F4:50:1C,,YungoMX,,
up,YungoMX - Maestros Democraticos - STA,10.3.2.138,24:5A:4C:F4:4F:E3,,YungoMX,,
up,YungoMX - Maestros Democraticos - Router,189.201.242.26,08:55:31:73:C6:4C,,YungoMX,,
down,YungoMX - Bosques del Sol - Router,143.202.78.249,C4:AD:34:33:D8:33,,YungoMX,ping,
up,YungoMX - Bosques del Sol - AP,10.2.2.97,MimosaNetw:1D:D0:69,,YungoMX,,
up,YungoMX - Bosques del Sol - STA,10.2.2.98,MimosaNetw:1D:62:5A,,YungoMX,,
up,YungoMX - Puerta de Alcala - Router,143.202.78.153,74:4D:28:A5:D0:69,,YungoMX,,
up,YungoMX - Puerta de Alcala - AP,10.2.2.89,XEROXCORPO:00:06:00,,YungoMX,,
up,YungoMX - Puerta de Alcala - STA,10.2.2.90,00:B5:20:08:98:F1,,YungoMX,,
up,Alestra - E11242 Cargas,201.174.63.145,CiscoSyste:BD:BD:7E,,Poder Uno,,
up,El Retiro Fermin,201.174.63.130,DC:2C:6E:DC:00:BE,,Poder Uno,,
down,CECyTE - Hermosillo,201.174.63.131,DC:2C:6E:DC:00:9A,,Poder Uno,ping,
up,ECO E1557 - San Luis,201.174.63.135,74:78:A6:DD:F2:F7,,Poder Uno,,
down,Clinica Dental - Dr. Valenzuela,189.201.243.210,48:A9:8A:65:1F:7F,,Poder Uno,ping,
up,CECyTE - Algodones,189.201.243.211,DC:2C:6E:C1:C7:A1,,Poder Uno,,
up,Ceres Horticola,189.201.242.131,DC:2C:6E:DC:16:1E,,Poder Uno,,
up,John Deere - San Luis R.C.,189.201.242.146,DC:2C:6E:7B:94:88,,Poder Uno,,
up,Alestra - Smart & Final,189.201.242.155,CiscoSyste:D8:13:74,,Poder Uno,,
up,HieloCachanilla - San Luis R.C.,189.201.242.147,CC:2D:E0:0A:B4:42,,Poder Uno,,
up,Exportadora Horticola Sakura,189.201.242.130,CC:2D:E0:0E:FA:54,,Poder Uno,,
up,Bustamante USA - PODER UNO,189.201.242.132,Routerboar:A3:06:9B,,Poder Uno,,
up,JASCO - San Luis,189.201.242.138,Routerboar:41:D0:51,,Poder Uno,,
down,Pemsa - San Luis,189.201.242.134,CC:2D:E0:34:26:64,,Poder Uno,ping,
up,Bisani Empaque,189.201.242.148,64:D1:54:F0:1F:0F,,Poder Uno,,
up,BonaPrime - Carnes Selectas Hindu,189.201.242.150,Routerboar:A0:FC:E4,,Poder Uno,,
up,Colorado River,189.201.242.153,64:D1:54:F0:22:1B,,Poder Uno,,
up,Poder Uno - Cliente,189.201.242.154,Routerboar:F8:EF:12,,Poder Uno,,
up,Combustibles del Valle,189.201.242.151,48:8F:5A:EE:70:A6,,Poder Uno,,
up,YungoMX - Villa del Cedro - AP,10.1.2.1,F4:92:BF:32:B6:1A,,YungoMX,,
up,YungoMX - Villa del Cedro - STA,10.1.2.2,F4:92:BF:32:B6:60,,YungoMX,,
up,Gobierno L2L MXLI-TJ,10.3.4.80,78:9A:18:DC:21:4F,,CLIENTES FIBRA,,
up,GOBIERNO L2L MXLI-ENSENADA,10.3.4.80,78:9A:18:DC:21:4F,,CLIENTES FIBRA,,
up,GOBIERNO L2L MXLI-ROSARITO,10.3.4.80,78:9A:18:DC:21:4F,,CLIENTES FIBRA,,
up,CRS2004 - GOB L2L TIJ-ENS-ROS,10.3.4.80,78:9A:18:DC:21:4F,,CLIENTES FIBRA,,
up,Brigada 118,143.202.78.164,Routerboar:76:0D:8A,,Polvora,,
up,Venadito Algodonera B.C.,143.202.78.162,48:8F:5A:EE:6E:CB,,Polvora,,
up,BonaPrime Carnes Selecas ( Rastro ),143.202.78.166,B8:69:F4:6A:63:B1,,Polvora,,
up,BonaPrime Rastro - Sagarpa,143.202.78.102,DC:2C:6E:DC:14:80,,Polvora,,
up,Fomento Afropecuario SADERBC,143.202.78.109,64:D1:54:F0:25:9F,,Polvora,,
up,Hielo Cachanilla - Polvora,143.202.78.100,Routerboar:F7:57:BA,,Polvora,,
up,BonaPrime Rastro - Carnes Selectas,143.202.78.103,18:C2:41:21:F9:3D,,Polvora,,
up,Autoservicios M5,143.202.78.101,64:D1:54:25:EA:5F,,Polvora,,
up,Rancho Pepe,143.202.78.105,48:8F:5A:EE:70:B7,,Polvora,,
up,Secretaria del Campo - Sinaloa,143.202.78.110,DC:2C:6E:C1:D8:CE,,Polvora,,
up,AgroIndustrias Aragon,143.202.78.108,CC:2D:E0:0E:F9:F4,,Polvora,,
unknown,Ganadera/Engorda - Gratiani,143.202.78.104,XEROXCORPO:00:06:00,Mimosa C5c,Polvora,,
up,GAZ Silza SA de CV + Ejido Puebla,10.1.4.16,DC:2C:6E:DC:14:74,,Robledo,,
up,Z Gas - Nuevo Mexicali,10.1.4.68,48:8F:5A:42:28:38,,Robledo,,
up,AUMSA - CRIBA,10.19.4.3,DC:2C:6E:C1:C7:CB,,Aumsa,,
up,AUMSA - Bascula 2,10.19.4.2,Routerboar:AC:70:99,,Aumsa,,
up,ECO - Oficina Obregon ( Pension ),10.60.4.25,CC:2D:E0:0A:F0:AE,,Obregon,,
up,7R Empleado - Casa Fernando,10.60.4.50,74:4D:28:37:4A:9A,,Obregon,,
down,Central de Hules,143.202.76.67,XEROXCORPO:00:06:00,,Obregon,ping,
up,Velocity Obregon,143.202.76.72,,,Obregon,,
up,IPR de Mexico,143.202.76.80,Routerboar:CF:4D:C4,,Obregon,,
up,ECO - E50009 Miramar,143.202.76.142,Routerboar:86:92:80,,Monte Lolita,,
up,San Carlos,143.202.76.130,CC:2D:E0:B7:96:15,,Monte Lolita,,
up,Eco Bautecas #8292,143.202.76.131,CC:2D:E0:B6:28:D9,,Monte Lolita,,
up,ECO -  E11657 Villas,143.202.76.140,C4:AD:34:EA:FF:A7,,Monte Lolita,,
up,ECO - E520 Vigia,143.202.76.137,CC:2D:E0:B7:96:80,,Monte Lolita,,
up,ECO - E6333,143.202.76.134,CC:2D:E0:0A:E6:0D,,Monte Lolita,,
up,MikroTik -WiFi Monte Lolita,143.202.76.141,CC:2D:E0:B6:28:7C,,Monte Lolita,,
up,ECO - Maderas Lozano,143.202.76.138,74:4D:28:6C:2D:E9,,Monte Lolita,,
up,ECO - E3750 Paradero,143.202.76.132,CC:2D:E0:B6:28:82,,Monte Lolita,,
up,ECO - E01635 Empalme,143.202.76.139,74:4D:28:C9:AB:25,,Monte Lolita,,
down,ECO - E10208 Hard Rock,143.202.76.135,CC:2D:E0:B6:27:E6,,Monte Lolita,ping,
up,ECO - E1632 Delicias,143.202.76.136,CC:2D:E0:B0:E9:9D,,Monte Lolita,,
down,CECyTE - Cachanilla,189.201.241.157,2C:C8:1B:56:83:69,,Pacifico,ping,
up,Rembao - Tijuana,189.201.241.153,DC:2C:6E:6A:A7:D0,,Pacifico,,
up,ECO - E07293 Cetys,189.201.241.135,AC:71:2E:EC:85:AE,,Pacifico,,
up,ECO - E07736 Myrek,189.201.241.141,70:4C:A5:E1:99:1E,,Pacifico,,
up,Enercard Oficinas - CD. Industrial ECO,189.201.241.149,94:F3:92:46:DC:D7,,Pacifico,,
down,Ixpalia Gato Bronco,189.201.241.150,28:70:4E:83:BB:5A,,Pacifico,ping,
up,G Global 3pl,189.201.241.154,XEROXCORPO:00:06:00,,Pacifico,,
up,Convergia + G-Global - Resiliencia,189.201.241.155,94:FF:3C:C8:33:A3,,Pacifico,,
up,MammaMia Pizza - Monarcas,189.201.240.171,2C:C8:1B:5A:DF:C5,,Pacifico,,
up,Interiores Aereos de Ensenada ( IAE ),189.201.240.172,74:4D:28:AB:3C:AD,,Pacifico,,
up,"Velocity - Tijuana ""Canorsa""",189.201.240.170,CC:2D:E0:0A:B3:F8,,Pacifico,,
up,BG Trucking Alamar,189.201.240.164,C4:AD:34:D9:D0:30,,Pacifico,,
up,Convergia - G Global Pacifico,189.201.240.173,E8:ED:D6:F7:FF:BD,,Pacifico,,
up,Michel Servicios,189.201.241.246,DC:2C:6E:00:16:EE,,Cerro Colorado,,
up,ECO - E07466 Venecia,189.201.241.227,48:8F:5A:F0:1D:7D,,Cerro Colorado,,
up,Z Gas - Estacion Tecate Cia de Gas,189.201.241.226,XEROXCORPO:00:06:00,,Cerro Colorado,,
down,Grupo Esperanza La Encantada,189.201.241.235,78:9A:18:3E:03:F6,,Cerro Colorado,ping,
up,Alestra - Smart & Final,189.201.241.239,DC:2C:6E:7B:95:9C,,Cerro Colorado,,
up,rRAM Technologies Tecate,189.201.241.252,3C:EC:EF:6F:F6:E6,,Cerro Colorado,,
up,Academia Militar,189.201.241.249,C4:AD:34:EB:01:93,,Cerro Colorado,,
up,ECO - E08241 Cerro las Abejas Fimbres,189.201.241.229,"Fortinet,I:43:A8:5F",,Cerro Colorado,,
up,ECO - E07576 Delegacion Rogue la Presa,189.201.241.233,70:4C:A5:E1:BD:D6,,Cerro Colorado,,
up,Convergia + PuntoExpress,189.201.241.236,E8:ED:D6:F8:31:3B,,Cerro Colorado,,
up,G Global - Terrazas del Valle,189.201.241.247,94:FF:3C:C8:B4:EB,,Cerro Colorado,,
down,Convergia + GGlobal 3PL Bodega Otay,189.201.241.248,E8:ED:D6:F8:08:FF,,Cerro Colorado,ping,
up,Secretara de Seguridad Ciudadana - FESC Tijuana,189.201.241.211,Routerboar:F7:89:BC,,Cerro Colorado,,
up,MammaMia Pizza - Villafontana ( Florido ),189.201.241.214,DC:2C:6E:DA:27:1B,,Cerro Colorado,,
down,CECyTE - Zona Costa,189.201.241.222,74:4D:28:AB:56:D4,,Cerro Colorado,ping,
down,CECyTE - Lazaro Cardenas,189.201.241.217,"78:9A:18:C4:41:EA, C4:AD:34:73:90:B0",,Cerro Colorado,ping,
down,CECyTE - Altiplano,189.201.241.215,E8:1C:BA:BC:99:40,,Cerro Colorado,ping,
down,CECyTE - Florido,189.201.241.213,"Fortinet,I:6A:E5:1A",,Cerro Colorado,ping,
down,CECyTE - El Pacifico,189.201.241.216,"Fortinet,I:4C:DA:9A",,Cerro Colorado,ping,
down,CECyTE - La Presa,189.201.241.218,FortinetIn:DD:C9:49,,Cerro Colorado,ping,
down,CECyTE - Urbi Villa,189.201.241.219,FortinetIn:DD:CF:41,,Cerro Colorado,ping,
down,CECyTE - Tecae,189.201.241.221,78:9A:18:C4:41:B4,,Cerro Colorado,ping,
up,ECO 2589 - Tecate Centro,189.201.241.163,AC:71:2E:EC:A9:2A,,Cerro Colorado,,
up,Garcom Comandancia Natura,189.201.241.25,48:8F:5A:DC:3E:EE,,Cerro Colorado,,
down,CECyTE - Urbi Villa,189.201.241.18,CC:2D:E0:34:29:8A,,Cerro Colorado,ping,
up,El Florido IPark - La Encantada,189.201.241.29,2C:C8:1B:5A:DD:CF,,Cerro Colorado,,
up,Ixpalia - Pacifico [ Oficinas ],189.201.241.21,48:8F:5A:EE:67:BA,,Cerro Colorado,,
up,Seprocel #2 - TKT3,189.201.241.28,B8:69:F4:66:BB:0A,,Cerro Colorado,,
up,Felicidad y Artesanias,189.201.240.147,CC:2D:E0:34:21:5A,,Cerro Colorado,,
up,ECO - E06457 Villa del Real,189.201.240.152,AC:71:2E:EB:DE:CE,,Cerro Colorado,,
up,MammaMiaPizza - Villafontana,189.201.240.15,DC:2C:6E:DA:3A:87,,Cerro Colorado,,
down,IMOS_Metropolitano_3011,189.201.240.20,CC:2D:E0:A7:FC:29,,Cerro Colorado,ping,
up,NextPhase Medical - CPI,189.201.240.9,2C:C8:1B:10:1A:EB,,Cerro Colorado,,
up,Subprocuradoria - Tecate,189.201.240.6,C4:AD:34:7C:A3:7C,,Cerro Colorado,,
up,ECO 10937 Simon Bolivar ( Secundario ),189.201.240.8,AC:71:2E:EC:BB:3A,,Cerro Colorado,,
up,ECO - Benitez E06902,189.201.240.22,94:F3:92:46:E8:F2,,Cerro Colorado,,
up,ECO - E10516 Villa del Campo,189.201.240.23,AC:71:2E:EC:A0:9C,,Cerro Colorado,,
up,ECO - E08384 CD. Industrial,189.201.240.29,74:78:A6:DD:CD:94,,Cerro Colorado,,
up,ECO - E07571 Bellas Artes,189.201.240.28,AC:71:2E:EC:B1:1C,,Cerro Colorado,,
up,ECO - E08778 Matamoros,189.201.240.5,48:8F:5A:D7:99:3C,,Cerro Colorado,,
down,LinkTech + Fiscalia Tecate,143.202.77.86,2C:C8:1B:5A:DE:F5,,Cerro Colorado,ping,
up,IAMSA Tecae - Bajio Viñedo,143.202.77.88,Routerboar:F2:FA:84,,Cerro Colorado,,
up,ASPE Tecate,143.202.77.93,CC:2D:E0:CD:26:0C,,Cerro Colorado,,
up,INDIE Tecate,143.202.77.87,CC:2D:E0:0A:AA:AA,,Cerro Colorado,,
down,CECyTE - El Niño,143.202.77.83,"Fortinet,I:5B:DB:19",,Cerro Colorado,ping,
up,Gobierno Fiscalia Tecate,143.202.77.82,D4:76:A0:55:95:38,,Cerro Colorado,,
up,ECO Tanama ( Arco ),143.202.77.91,48:8F:5A:D7:9C:95,,Cerro Colorado,,
up,ECO Yonke ( Universidad ),143.202.77.90,,,Cerro Colorado,,
up,G-Global Tecatito,143.202.77.89,94:FF:3C:96:8D:49,,Cerro Colorado,,
up,MammaMia Pizza - Tecate,143.202.77.42,DC:2C:6E:DA:33:1B,,Cerro Colorado,,
up,IAMSA - Valle Bonito,143.202.77.50,Routerboar:47:2C:94,,Cerro Colorado,,
up,Lumenet Fisher,143.202.77.48,DC:2C:6E:61:B3:B2,,Cerro Colorado,,
up,NexyPhase Medical - CPI,143.202.77.54,1A:C2:41:25:D9:D3,,Cerro Colorado,,
up,Defensoria - Tecate,143.202.77.62,18:FD:74:9E:62:8E,,Cerro Colorado,,
down,Woori Printing,143.202.77.34,CC:2D:E0:34:21:CC,,Cerro Colorado,ping,
up,Sophos,143.202.77.38,C4:AD:34:E2:C0:C0,,Cerro Colorado,,
up,IAMSA Bajio - Caseta,143.202.77.39,C4:AD:34:7C:A2:4D,,Cerro Colorado,,
down,CECyTE - Villa del Sol,143.202.77.52,"Fortinet,I:6A:E3:26",,Cerro Colorado,ping,
up,ECO - Encinos,143.202.77.53,AC:71:2E:EC:AE:16,,Cerro Colorado,,
up,Farmacias Roma - Encinos Tecate,143.202.77.59,CC:9C:3E:43:59:66,,Cerro Colorado,,
up,Agrovizion - Oficina Durango,10.254.1.35,UbiquitiNe:36:17:3C,,Agrovizion,,
up,Oficina Durango - Agrovizion,10.254.1.36,UbiquitiNe:36:1D:6B,,Agrovizion,,
up,Chihuahua - Oficina,10.254.1.57,UbiquitiNe:BC:F0:54,,Agrovizion,,
down,Oficina - Chihuahua,10.254.1.58,XEROXCORPO:00:06:00,,Agrovizion,ping,
up,Robledo - Agrovizion Matriz,10.254.1.1,UbiquitiNe:A4:32:8B,,Agrovizion,,
up,Agrovizion Matriz - Robledo,10.254.1.2,UbiquitiNe:A4:D7:BE,,Agrovizion,,
up,Convergia - GGlobal Bodega [ El paso TEXAS ] + 100Mbps,10.10.15.128,,,Convergia,,
up,Velocity Nogales,45.185.241.178,DC:2C:6E:6A:A9:86,,CLIENTES CON EXTERNOS,,
unknown,ECO - E050012 Venado,189.201.241.228,CC:2D:E0:EB:F3:56,,Cerro Colorado,,
down,ECO - 13305 Pavigas,189.201.240.155,"Fortinet,I:55:B9:9C",Mimosa C5c,Cerro Colorado,ping,
down,Suministros MRO,189.201.242.53,XEROXCORPO:00:06:00,,Robledo,ping,
up,CONSCA S de RL de CV,189.201.242.109,DC:2C:6E:7B:94:BE,,Robledo,,
up,BG Trucking - Mexicali,143.202.78.113,,,CLIENTES FIBRA,,
up,Gobierno - Archivo de Finanzas,172.31.73.237,,,Gobierno,,
up,Archivo de Finanzas - Gobierno,172.31.73.238,,,Gobierno,,
up,Aeropuerto - WiFi,10.7.4.250,64:D1:54:F0:20:EB,,Aeropuerto,,
unknown,Asadero las Brasas - Aviacion,189.201.243.93,Routerboar:F4:A8:80,Mimosa C5c,Alamitos,,
up,Global Mechanical,189.201.243.139,,,Alamitos,,
down,Tutelar de Menores,10.8.4.26,ZAONVPBoli:08:72:6F,,EMMSA,ping,
up,Convergia - G GLobal Pacifico DAVID+ 100 Mbps,10.103.4.11,78:9A:18:5B:DF:DF,,Convergia,,
up,Convergia - G GLobal Pacifico DAVID+ 100 Mbps (FIREWALL CLIENTE),189.201.240.173,E8:ED:D6:F7:FF:BD,,Convergia,,
up,YMXL - Puerta de Alcala,143.202.78.153,74:4D:28:A5:D0:69,,Alamitos,,
up,Equipo y Herramientas ( EHSI ),143.202.78.42,"Meraki,Inc:3F:5D:DD",,Alfareros,,
down,CECyTE - BellaVista,143.202.78.17,XEROXCORPO:00:06:00,,Alfareros,ping,
down,ECO - El Dorado,143.202.78.29,AC:71:2E:D5:AE:F2,,Alfareros,ping,
up,LINKTECH + Fiscalia,189.201.243.99,48:A9:8A:16:E6:DA,,Alfareros,,
up,Hotel Lucerna,189.201.243.118,C4:AD:34:12:7F:C2,,Alfareros,,
up,Router - Convencion - San Rafael,10.10.15.132,,,Total Gas,,
up,Router - Puertecito,10.10.15.134,,,Total Gas,,
up,BR-Carrier,189.201.243.198,18:FD:74:9E:62:70,,Aeropuerto,,
down,ECO San Felipe - Los Arcos,10.10.11.2,XEROXCORPO:00:06:00,,CLIENTES CON EXTERNOS,ping,
down,Router - Jesus Maria,10.10.15.136,,,Total Gas,ping,
up,Hotel Boutique,10.130.4.1,78:9A:18:A6:85:5E,,Valle de Guadalupe,,
down,YungoMX - Condesa - Router,10.2.31.40,XEROXCORPO:00:06:00,,YungoMX,ping,
down,YungoMX - Condesa - AP,10.18.2.25,XEROXCORPO:00:06:00,,YungoMX,ping,
down,YungoMX - Condesa - STA,10.18.2.26,XEROXCORPO:00:06:00,,YungoMX,ping,
up,YungoMX - Lagos del Sol - AP,10.1.2.121,MimosaNetw:F5:42:49,,YungoMX,,
up,YungoMX - Lagos del Sol - STA,10.1.2.122,MimosaNetw:F5:42:48,,YungoMX,,
up,YungoMX - Emmsa - Router,201.174.63.202,08:55:31:35:2C:82,,YungoMX,,
up,Aura,187.249.0.190,Routerboar:31:FF:5D,,YungoMX,,
up,Grupo Aries,189.201.240.138,08:55:31:73:BD:D6,,YungoMX,,
up,Velocity San Quintin,10.10.15.138,,,Velocity,,
up,Switch Chihuahua,10.254.1.38,48:A9:8A:65:1E:EA,,Agrovizion,,
up,Colorado - Tecate1,10.106.2.17,,,Cerro Colorado,,
up,Tecate1 - Colorado,10.106.2.18,,,Cerro Colorado,,
up,Firewall Convergia Terrazas del Valle,189.201.241.247,94:FF:3C:C8:B4:EB,,Convergia,,
up,ECO - Batuecas E8292,10.10.15.144,,,STARLINK,,
up,ECO - E10208 Hard Rock,10.10.15.142,,,STARLINK,,
up,BonaPrime - Ganadera Mexicali Suc Pacifico,10.1.4.17,48:A9:8A:65:22:1B,,Robledo,,
up,AP Convergia - Pro Logics,10.133.2.81,20:B5:C7:02:D3:75,,Roble,,
up,STA Pro Logics - Convergia,10.133.2.82,MimosaNetw:FD:5B:D0,,Roble,,
up,Convergia - Pro Logics AP,10.133.2.73,MimosaNetw:F0:80:82,,Roble,,
up,Pro Logics - Convergia STA,10.133.2.74,MimosaNetw:F0:8D:E6,,Roble,,
up,ECO - El Dorado_SanFelipe,10.10.15.122,,,STARLINK,,
up,SwitchFibra - FLO,10.10.15.154,,,Total Gas,,
